,Timestamp,Close,Volume_(BTC),Normalized_Change
920628,1380555600,126.99,3.01360254,-0.0003150846790074206
922068,1380642000,127.51,0.6,0.0
923508,1380728400,126.16,0.67998415,0.0015827793605571608
924948,1380814800,114.76,53.06802169,0.0
926388,1380901200,122.97,0.7897,0.0
927829,1380987660,121.53,5.82324854,-0.000493949123240325
929269,1381074060,122.0,13.11377049,-0.0004100041000409771
930709,1381160460,123.61,3.31799566,0.0019378280177633823
932150,1381246920,123.08,2.77,-0.0005690594260628662
933590,1381333320,125.11,2.9871744,0.0
935032,1381419840,125.53,8.5190791,0.0
936473,1381506300,127.0,4.59345,0.00023616468550736943
937913,1381592700,127.39,0.265488,0.0
939353,1381679100,129.39,0.26361,0.0
940793,1381765500,134.79,0.53447585,0.0
942233,1381851900,139.53,0.5,0.0
943673,1381938300,144.81,17.75047,0.0012414649286158137
945113,1382024700,142.59,0.43263076,-7.013606396402655e-05
946553,1382111100,152.0,28.09564867,0.0021663493730717026
947994,1382197560,168.9,0.90550622,0.0
949434,1382283960,165.0,21.9364,-0.00012122681537162221
950874,1382370360,177.91,1.65741105,0.0
952315,1382456820,189.0,1.0,0.0
953755,1382543220,194.07,0.1,0.0
955195,1382629620,198.41,2.85793553,0.0
956635,1382716020,177.49,0.19995524,-5.634437683130114e-05
958075,1382802420,181.01,0.50013254,0.004619191641462763
959516,1382888880,184.4,6.27239696,0.0
960956,1382975280,194.98,2.23407529,0.0
962396,1383061680,201.96,0.5436451,0.0
963836,1383148080,202.97,101.51038451,0.000787672918820443
965276,1383234480,200.06,5.28623172,0.006850675138999183
966716,1383320880,202.88,0.67,9.857072449487546e-05
968156,1383407280,204.41,8.45780225,0.0
969596,1383493680,205.0,1.495,0.0
971036,1383580080,224.03,5.41982221,0.004311111111111106
972476,1383666480,241.76,24.17985964,0.004857166378529706
973916,1383752880,257.28,31.71839439,-0.0001554968123152061
975356,1383839280,289.3,7.17867371,0.0
976796,1383925680,326.79,24.20501678,-0.0002754820936640093
978236,1384012080,357.68,0.92118588,0.0017861129716454185
979676,1384098480,282.26,49.44556372,0.0001771102688534284
981116,1384184880,347.95,31.35912132,-0.005635838150288984
982556,1384271280,350.02,2.0,8.570204256543224e-05
983996,1384357680,379.0,328.39044149,0.002631578947368421
985436,1384444080,416.98,1.49288292,0.004797250531038905
986876,1384530480,429.0,40.73368023,-0.0024067107507534935
988316,1384616880,439.44,1.68828509,0.0
989756,1384703280,463.4,0.27608114,0.0
991196,1384789680,537.99,0.27747728,0.0
992636,1384876080,590.0,5.80814876,0.016666666666666666
994076,1384962480,535.0,101.3212339,-0.005639097744360902
995516,1385048880,704.0,8.47314436,0.0
996956,1385135280,780.94,19.55975586,0.0
998396,1385221680,846.55,1.2656429,0.0
999836,1385308080,829.99,76.31990746,-0.0024033816425120882
1001276,1385394480,819.0,1.9921631,-0.0012224938875305623
1002716,1385480880,845.0,30.38961201,0.0
1004156,1385567280,956.98,13.12346855,1.0449429983584892e-05
1005596,1385653680,1047.8,8.30028596,0.00019083969465653194
1007036,1385740080,1092.04,53.2596,0.004049321465051852
1008476,1385826480,1130.03,1.55669369,0.0
1009916,1385912880,988.0,10.0292404,0.003127837756028678
1011356,1385999280,1033.0,47.20877926,-0.003936051314446722
1012796,1386085680,1043.98,6.51892478,0.0
1014236,1386172080,1101.0,7.44015504,-0.00011808842097623621
1015676,1386258480,990.0,6.18754477,0.002317847425173793
1017116,1386344880,910.0,356.48568432,0.010869565217391304
1018556,1386431280,737.99,0.67090363,-1.3550502723638723e-05
1019996,1386517680,717.0,7.13975973,0.0034469338967031997
1021436,1386604080,870.99,10.988,1.1481056257165219e-05
1022876,1386690480,929.98,0.86995,-0.0005164066702528436
1024316,1386776880,898.0,1.28392157,-0.000713203173754108
1025756,1386863280,868.28,0.61629933,0.005531949009861347
1027196,1386949680,881.15,38.00059157,0.0009184089981405723
1028636,1387036080,856.97,0.05,0.0
1030076,1387122480,844.34,0.01,0.0
1031516,1387208880,772.0,30.75950397,0.007444168734491268
1032956,1387295280,681.5,0.40338499,0.005080440304826445
1034396,1387381680,554.16,63.44663799,0.0015135135135135708
1035836,1387468080,657.5,52.32478067,0.0007598784194528875
1037276,1387554480,680.3,147.1320073,0.006846815281974999
1038716,1387640880,589.99,23.23761962,-0.004990971961980145
1040156,1387727280,644.0,11.77686,0.007229955756987243
1041596,1387813680,639.0,0.02,0.001187945479554819
1043036,1387900080,642.0,23.79556992,0.0018501531429283018
1044476,1387986480,660.21,7.60579439,0.001497277676951012
1045916,1388072880,727.5,2.5,0.0
1047356,1388159280,716.27,21.0179067,0.0025483915889152496
1048796,1388245680,732.0,0.12441153,1.3661015559884299e-05
1050236,1388332080,715.43,0.44084175,0.0008937673691120979
1051676,1388418480,733.94,0.15670592,0.0
1053116,1388504880,735.95,5.03720732,-0.00023104732392844704
1054556,1388591280,744.9,0.04981795,-0.002435774939778419
1055996,1388677680,753.79,4.72825543,-1.3266470322893822e-05
1057436,1388764080,810.01,5.52811068,0.0
1058876,1388850480,811.51,1.24355033,1.2322555205036112e-05
1060316,1388936880,889.0,17.47745311,-0.006202462875769669
1061756,1389023280,907.86,10.16187937,0.002340685062473209
1063196,1389109680,891.01,4.49471754,0.0
1064636,1389196080,801.0,15.97320227,0.002279436493404632
1066076,1389282480,802.6,14.23502624,0.001194683657723036
1067516,1389368880,823.8,2.57,0.0026996598186506764
1068956,1389455280,892.9,1.42649099,0.0
1070396,1389541680,860.0,0.45537976,-0.0020273576771607776
1071836,1389628080,820.0,55.50326457,-0.001221001221001221
1073276,1389714480,818.99,0.54969232,-0.00018318597039711942
1074716,1389800880,846.72,0.0171786,0.0
1076156,1389887280,833.0,4.80582374,0.0005399244105825729
1077596,1389973680,789.38,14.79218502,0.005041720234944163
1079036,1390060080,801.35,27.68948828,-0.0002496411408600705
1080476,1390146480,832.19,39.86296785,0.0016195983396116672
1081916,1390232880,819.62,0.12664316,-0.0005004821718484493
1083359,1390319460,821.01,1.11857,0.0038825056720981853
1084799,1390405860,814.22,0.0706308,-0.00122967954551044
1086239,1390492260,811.0,2.034,-0.00017265619219099026
1087679,1390578660,790.0,33.12641003,0.0022102936532996525
1089120,1390665120,794.96,0.01418961,-0.0016758439071104178
1090560,1390751520,823.0,1.77181658,0.0
1092000,1390837920,814.25,71.3565318,-0.00586781964175417
1093440,1390924320,795.0,25.36396544,-0.003787878787878788
1094880,1391010720,796.0,0.90201372,0.0012421736784652367
1096320,1391097120,788.3,5.55230357,-0.00038071065989841947
1097760,1391183520,801.0,10.0,0.0015581177937052041
1099200,1391269920,820.0,0.19,0.0
1100640,1391356320,819.1,3.4974446,-0.00012210012210014986
1102080,1391442720,811.98,3.02727251,1.2315422603715446e-05
1103520,1391529120,804.53,0.019875,0.0
1104960,1391615520,805.0,1.26847223,1.2422205935318698e-05
1106400,1391701920,784.11,0.01127395,0.0
1107840,1391788320,715.0,15.89619816,1.3985818380149795e-05
1109280,1391874720,707.9,2.97113969,0.0
1110720,1391961120,693.54,39.53048978,-0.0019792825461953057
1112160,1392047520,688.9,103.02151692,0.0
1113600,1392133920,686.37,12.9677677,-0.004934114202049787
1115040,1392220320,658.95,0.71739889,0.0
1116480,1392306720,649.0,15.66233358,-0.0003853564547206166
1117920,1392393120,674.0,67.30081906,0.0009042261454766659
1119360,1392479520,656.99,0.56222812,-0.0016618386949230552
1120801,1392565980,625.0,20.4851122,0.006359300476947536
1122241,1392652380,647.46,53.70749816,-0.0038139534883721493
1123681,1392738780,616.0,115.133446,0.0004705576919955924
1125121,1392825180,625.98,9.18324581,1.597469608139252e-05
1126561,1392911580,598.68,0.022,0.0
1128001,1392997980,566.2,0.97013545,0.0
1129441,1393084380,578.73,0.101,-8.640353908907897e-05
1130881,1393170780,627.01,0.03254232,0.0
1132321,1393257180,572.0,14.72,-0.0008048430556042208
1133761,1393343580,524.02,138.15140848,-0.0019502868068833304
1135201,1393429980,573.5,13.37245969,0.0004183079443650592
1136641,1393516380,583.77,0.021,0.0
1138081,1393602780,570.13,3.09398921,0.0015061559747106142
1139521,1393689180,562.5,0.117,-0.00037347276316497963
1140961,1393775580,560.99,0.01,0.0
1142401,1393861980,626.1,157.56310567,0.00381861575178994
1143841,1393948380,689.01,6.2677945,0.0028798842257597816
1145281,1394034780,667.73,1.55678208,-0.0025975975975976247
1146723,1394121300,655.02,1.19246012,0.001980741101901615
1148163,1394207700,635.0,10.20921315,-3.149705502532648e-05
1149603,1394294100,612.52,56.67142654,0.005891422543211873
1151044,1394380560,638.06,2.3166534,0.004617640635237647
1152484,1394466960,624.83,4.1062908,-0.0013943201487274896
1153924,1394553360,621.78,4.61365475,-0.0004505229283989907
1155365,1394639820,640.28,0.00777785,0.0
1156806,1394726280,639.14,0.01,0.0
1158246,1394812680,636.0,1.36584623,-1.5723517665357796e-05
1159687,1394899140,634.88,0.1,0.0
1161130,1394985720,634.77,0.77102283,-0.00020484053951846
1162573,1395072300,625.58,2.20266513,-0.00012789768185458183
1164013,1395158700,608.5,30.21125638,-0.0008223684210526315
1165453,1395245100,610.19,1.3863061,0.0009169054441259851
1166893,1395331500,591.95,2.22750654,-0.006495162634111591
1168333,1395417900,575.0,15.7200134,0.0
1169773,1395504300,556.85,5.052548,0.0
1171213,1395590700,565.01,0.413,-0.0015776785081188158
1172653,1395677100,564.0,3.45,0.0
1174093,1395763500,577.59,1.2,0.0
1175536,1395850080,587.0,9.84032708,-0.00030673801165595916
1176976,1395936480,527.02,19.55995872,0.0007205157375805754
1178416,1396022880,503.6,2.53873091,0.0
1179856,1396109280,499.09,2.69455792,-0.0011634671320534876
1181296,1396195680,454.0,229.78,-0.002207505518763797
1182736,1396282080,464.3,7.51149237,0.0014624284915480382
1184178,1396368600,479.9,2.43454,-0.0018789144050103909
1185618,1396455000,451.1,122.47768,-0.002444444444444495
1187058,1396541400,448.66,99.46556021,-0.00046827962983618326
1188498,1396627800,444.99,0.26829816,0.0
1189938,1396714200,454.5,1.84056,-2.2002684327467943e-05
1191378,1396800600,456.4,3.83060674,-0.0028565150516369027
1192819,1396887060,450.5,3.48395116,-2.2198051011101034e-05
1194259,1396973460,453.07,2.98826871,0.003102446752332391
1195699,1397059860,444.3,3.34981337,2.250680830949316e-05
1197139,1397146260,393.52,2.99757215,0.0
1198579,1397232660,420.42,0.00475692,0.0
1200019,1397319060,423.02,0.49869697,2.36389854147245e-05
1201459,1397405460,399.75,14.90045738,0.000625
1202899,1397491860,469.84,22.92384611,-0.0017910447761193497
1204339,1397578260,504.0,9.02835478,0.0
1205779,1397664660,514.93,3.57947456,-0.0037621832358673488
1207219,1397751060,502.0,1.34732378,0.0007961783439489994
1208660,1397837520,482.11,30.96836981,0.0
1210101,1397923980,496.15,5.680474,0.0017102615694165448
1211541,1398010380,498.0,0.87598999,-0.0009446666532671946
1212981,1398096780,497.0,6.9016,0.0
1214421,1398183180,497.46,0.065022,0.0
1215861,1398269580,486.0,3.0,0.00014401217931572238
1217301,1398355980,490.0,5.0,-0.0010214504596527069
1218742,1398442440,456.5,5.03026899,0.0
1220183,1398528900,462.21,1.92230443,0.0
1221623,1398615300,453.0,0.900035,0.0
1223063,1398701700,447.49,11.65897169,-0.001096196868008969
1224504,1398788160,448.16,15.12344768,0.004531319413593878
1225944,1398874560,448.55,1.0019245,-0.005672391372584256
1227385,1398961020,455.0,10.0,4.395411190712894e-05
1228826,1399047480,449.0,0.6,0.0
1230266,1399133880,434.43,195.8951863,-0.00532247240413767
1231706,1399220280,436.1,8.61713806,0.002036659877800376
1233146,1399306680,435.0,1.8872087,-0.001104667219000318
1234586,1399393080,429.0,0.58819556,0.004547985891962084
1236026,1399479480,443.0,1.37208463,0.0
1237466,1399565880,443.85,0.8511,0.004463484658173229
1238906,1399652280,453.82,0.32190679,-0.000573242790369501
1240347,1399738740,452.75,3.41,-0.0005524861878453039
1241787,1399825140,438.93,0.34244887,-0.004876373626373616
1243227,1399911540,443.59,7.44,-2.254384778391926e-05
1244667,1399997940,437.61,2.83287135,9.139723523355107e-05
1246107,1400084340,446.39,5.82453909,0.00024636058230686147
1247547,1400170740,449.99,5.0022445,0.0
1248989,1400257260,448.6,0.186,0.0
1250430,1400343720,449.99,0.59354128,-0.0005558767287766265
1251871,1400430180,446.75,3.51945,-0.0016816143497757848
1253313,1400516700,448.0,0.15207952,0.0
1254753,1400603100,478.0,8.46202773,0.0016291407326955445
1256193,1400689500,494.5,1.32016056,0.0
1257633,1400775900,520.99,7.2067519,-0.0014223930802498973
1259073,1400862300,524.99,20.29878917,-0.004900178014279538
1260513,1400948700,519.3,16.96000898,-0.0018327384971543006
1261954,1401035160,569.0,0.252153,0.0
1263394,1401121560,585.0,34.36,-0.003344481605351249
1264834,1401207960,574.13,118.57961399,-0.0028997152689223334
1266274,1401294360,576.0,0.86442708,0.0
1267714,1401380760,567.13,0.23986385,0.00015866859419631153
1269154,1401467160,607.0,8.10489824,0.0008230452674897119
1270594,1401553560,622.0,45.96815562,-1.6077428897556077e-05
1272034,1401639960,661.55,35.4352903,0.0021870286576169615
1273474,1401726360,627.84,0.474,0.0
1274914,1401812760,668.92,2.00347,0.0
1276355,1401899220,648.03,0.20965241,0.0
1277795,1401985620,661.0,10.79877751,0.0
1279235,1402072020,658.99,0.0093,0.0
1280678,1402158600,654.4,0.4,1.5280940083420037e-05
1282119,1402245060,655.9,0.01591279,-0.002905198776758375
1283559,1402331460,650.79,0.3,0.0
1284999,1402417860,650.8,1.914,0.002605363984674399
1286439,1402504260,642.49,2.43843268,0.0
1287879,1402590660,618.31,0.6327,-0.0016199316388848391
1289319,1402677060,583.77,23.32498237,-0.004767641996557628
1290759,1402763460,552.0,328.65526662,-0.00456787202678846
1292199,1402849860,557.41,12.4998,0.0017907988753783064
1293639,1402936260,588.13,68.83,0.004418187358228685
1295079,1403022660,598.5,12.08520506,-0.002512562814070352
1296519,1403109060,601.77,2.88159,0.0
1297960,1403195520,605.9,1.01589371,8.251505899837975e-05
1299404,1403282160,592.9,0.18,0.0
1300844,1403368560,589.99,0.23658028,0.0
1302284,1403454960,598.81,3.0,-6.680361407546073e-05
1303725,1403541420,588.73,0.183,0.0
1305166,1403627880,584.0,16.3,0.0034129692832764505
1306607,1403714340,563.99,1.0,-0.0006209637357178744
1308047,1403800740,567.01,0.10378126,0.0
1309487,1403887140,587.0,2.322,0.0
1310927,1403973540,595.68,0.489,-0.0011428571428570588
1312367,1404059940,595.0,0.16299856,-0.0018859028760018935
1313807,1404146340,624.3,5.84499604,-0.0004487035671933155
1315248,1404232800,653.99,11.57124055,-0.0014547347788803834
1316688,1404319200,653.33,2.517477,-0.001041906075231845
1318129,1404405660,644.06,6.7,0.0
1319570,1404492120,632.92,0.02038154,-0.00028447703638137306
1321011,1404578580,632.95,0.88,0.0
1322451,1404664980,634.49,5.96713923,-0.000993910327201583
1323891,1404751380,616.0,3.50431839,-0.003486136904180084
1325333,1404837900,623.88,0.01677559,0.0
1326773,1404924300,623.98,0.01679669,0.0
1328213,1405010700,618.73,0.07393772,-0.0002748318675634906
1329653,1405097100,628.0,1.01666561,0.0012404974712935729
1331093,1405183500,630.5,0.01656669,0.0
1332533,1405269900,634.9,0.2595016,0.0
1333973,1405356300,620.01,1.32875222,0.003199356913183294
1335413,1405442700,624.5,0.01675933,0.0
1336853,1405529100,618.34,1.86219604,-6.46935144752989e-05
1338293,1405615500,628.25,0.01665982,0.0
1339733,1405701900,623.98,0.01677266,0.0
1341173,1405788300,629.72,4.83662124,1.5879821510791775e-05
1342613,1405874700,622.0,0.11682616,0.0
1344053,1405961100,621.37,0.01684308,0.0
1345493,1406047500,622.54,0.33679936,0.0007383627608347293
1346933,1406133900,622.05,1.68864897,0.001492824809785328
1348373,1406220300,603.96,7.0498254,0.0
1349813,1406306700,600.99,5.0,0.00011646091904291808
1351253,1406393100,592.88,0.01764568,0.0
1352693,1406479500,592.09,0.09767406,0.0
1354133,1406565900,582.0,0.01797274,0.0
1355573,1406652300,580.5,0.01801879,0.0
1357013,1406738700,575.78,0.01816523,0.0
1358453,1406825100,587.89,0.58009118,0.0
1359893,1406911500,602.0,2.24244223,-0.0011141968636189097
1361333,1406997900,590.0,0.02894118,0.0
1362773,1407084300,589.95,0.18861729,3.390002881499366e-05
1364213,1407170700,591.0,0.07166143,0.0015036577742485705
1365653,1407257100,580.97,0.02938717,0.0
1367093,1407343500,586.36,2.83593855,0.0
1368533,1407429900,587.46,0.33393609,0.0
1369973,1407516300,591.98,28.02884905,0.0
1371413,1407602700,586.89,0.87895692,0.004106497429196788
1372853,1407689100,590.48,0.02891251,0.0
1374293,1407775500,585.36,3.85916815,0.0008705002816324285
1375733,1407861900,569.8,0.47004292,0.0
1377173,1407948300,543.73,10.06339558,-1.8391819318750283e-05
1378613,1408034700,520.78,110.24067446,-0.009459197518899003
1380053,1408121100,492.0,210.54299374,0.0009340860171384062
1381493,1408207500,510.05,5.25343559,0.0005290797930709786
1382933,1408293900,496.88,0.93433014,0.0
1384373,1408380300,467.24,13.25909497,0.0015599290552813603
1385813,1408466700,482.04,3.7738047,4.1488611376139506e-05
1387253,1408553100,504.95,1.03376471,1.9803548795926224e-05
1388693,1408639500,519.47,0.03283315,0.0
1390133,1408725900,524.69,0.03250958,0.0
1391573,1408812300,506.88,0.05791904,0.00017752529735493586
1393013,1408898700,506.0,8.45018349,-0.0019603572206491142
1394453,1408985100,503.1,1.03383702,0.0015876165905932816
1395893,1409071500,514.54,1.00092673,-0.0007196063558745251
1397333,1409157900,513.45,0.10254047,0.0003893701937115386
1398773,1409244300,507.92,0.19154567,0.0008065626659846324
1400213,1409330700,509.32,4.56129453,0.0036971107763932366
1401653,1409417100,503.93,4.75917469,-0.0018489065606361965
1403093,1409503500,483.1,16.73256241,-0.0032187727131139264
1404533,1409589900,482.44,6.23873298,0.0021510713990237867
1405973,1409676300,483.69,7.0231344,-0.0005171272546748304
1407413,1409762700,477.7,0.37026945,-2.0934078586511976e-05
1408853,1409849100,490.36,0.02282506,0.0
1410293,1409935500,482.99,0.3471457,0.0
1411733,1410021900,483.99,0.02310933,0.0
1413173,1410108300,480.68,0.15451434,4.160599126270399e-05
1414613,1410194700,470.75,20.22381526,-0.00042503453405586786
1416053,1410281100,465.55,0.02400425,0.0
1417493,1410367500,486.62,11.1614557,-2.0550338053042283e-05
1418933,1410453900,475.0,2.8885136,0.0
1420373,1410540300,472.21,3.78367831,2.1176570242784608e-05
1421813,1410626700,478.29,0.02338141,0.0
1423253,1410713100,477.5,4.02341823,2.0941969801660498e-05
1424693,1410799500,475.71,13.61410311,-0.0003154176129194576
1426133,1410885900,469.1,0.60300291,0.00010657572205041997
1427573,1410972300,452.5,12.89679529,4.419694157160305e-05
1429013,1411058700,426.46,4.00142343,0.0002578709238812238
1430453,1411145100,400.45,0.657,0.0
1431893,1411231500,428.97,17.81490769,-0.002242938249106414
1433333,1411317900,402.89,1.58736569,0.0037092905363634117
1434773,1411404300,401.54,1.05365873,-0.004402421331732573
1436213,1411490700,397.67,21.29565734,-0.002596813231141664
1437653,1411577100,432.96,0.21320203,-0.0007165145036403612
1439093,1411663500,411.4,0.48310262,-2.4307834415009858e-05
1440533,1411749900,402.67,0.23203348,0.0
1441973,1411836300,400.82,0.02784417,0.0
1443413,1411922700,389.99,2.37185954,2.564102564100232e-05
1444853,1412009100,384.34,4.32057491,-0.00015613615072343677
1446293,1412095500,383.7,0.02908024,0.0
1447733,1412181900,382.5,0.23716129,0.0
1449173,1412268300,375.61,0.1496884,2.662265055106465e-05
1450613,1412354700,362.98,2.03391654,0.000715780200418431
1452053,1412441100,335.71,228.57415289,-2.97885016383405e-05
1453493,1412527500,291.41,40.62198735,-3.431708991093943e-05
1454933,1412613900,340.0,6.76523982,0.0
1456373,1412700300,328.61,0.64947317,0.001974123792747304
1457813,1412786700,348.3,5.16482411,-0.001092205104621739
1459253,1412873100,382.46,17.55516679,-0.0020698509183324954
1460693,1412959500,358.96,143.64914242,-0.0021496970881375297
1462133,1413045900,357.51,1.52748875,2.7970463190845005e-05
1463573,1413132300,364.98,0.35944892,0.0
1465013,1413218700,377.69,1.40413225,2.6476039184513915e-05
1466453,1413305100,402.62,2.10194485,0.00210672416784401
1467893,1413391500,390.96,13.31885923,5.115351168867628e-05
1469333,1413477900,383.44,113.80735278,-0.003611998115479232
1470773,1413564300,376.33,0.16040103,0.0016447804748640524
1472213,1413650700,391.81,1.08260163,-0.00010210072236266296
1473653,1413737100,391.0,0.02520498,0.0
1475093,1413823500,387.09,10.28510168,0.0
1476533,1413909900,389.49,0.12372271,0.0
1477973,1413996300,386.19,0.02544516,0.0
1479413,1414082700,360.49,5.22104934,0.0
1480853,1414169100,359.31,10.9603298,0.0026369844001554116
1482293,1414255500,351.71,69.3193577,-0.005316564241817798
1483733,1414341900,353.59,0.36812378,2.828054298656037e-05
1485173,1414428300,355.19,1.8004929,0.005599260897561522
1486613,1414514700,354.6,0.93697725,0.0
1488053,1414601100,341.7,38.11479945,0.0022483721201858224
1489493,1414687500,335.0,51.94008742,0.0010436857015059572
1490933,1414773900,339.28,11.82552191,0.0
1492373,1414860300,325.99,64.01710176,-0.0003068520052779243
1493813,1414946700,324.29,1.32716556,0.0013549718227450426
1495253,1415033100,328.14,0.35734232,-3.047572608414624e-05
1496693,1415119500,326.94,0.3349924,6.116956202588026e-05
1498133,1415205900,339.68,15.75642228,0.0
1499573,1415292300,349.86,0.5907504,0.00031431265537049927
1501013,1415378700,341.5,2.15,0.001374389566336308
1502453,1415465100,343.43,0.10152954,5.823263939432759e-05
1503893,1415551500,357.51,0.01561207,0.0
1505333,1415637900,373.72,20.41836135,0.0
1506773,1415724300,365.69,0.03525319,0.0
1508213,1415810700,409.0,149.7854685,-0.0004892367906066258
1509653,1415897100,430.01,1.01335227,0.00025574258346511123
1511093,1415983500,393.0,10.13655902,-2.544594010023386e-05
1512533,1416069900,376.44,7.26274712,0.0001328056522085882
1513973,1416156300,383.52,0.01451729,0.0
1515413,1416242700,398.01,9.80979919,0.001905860521102367
1516853,1416329100,374.58,10.8668714,0.0010667235585898824
1518293,1416415500,377.9,0.56266958,0.00023810153707778467
1519733,1416501900,360.89,2.56733837,-0.0037547977971851975
1521173,1416588300,357.29,0.0419827,0.0
1522613,1416674700,358.24,0.0696,0.0
1524053,1416761100,362.9,0.32708462,0.0
1525493,1416847500,380.0,82.45582292,0.004688441289714294
1526933,1416933900,376.0,162.647,0.002652519893899204
1528373,1417020300,375.06,1.82673331,0.0002665529374134309
1529813,1417106700,371.0,0.04710148,0.0
1531253,1417193100,375.25,0.51488377,-0.003154489801374093
1532693,1417279500,381.4,5.69755258,5.243563525782249e-05
1534133,1417365900,375.47,0.01487126,0.0
1535573,1417452300,380.69,21.4085087,0.0
1537013,1417538700,381.63,0.01463743,0.0
1538453,1417625100,379.7,2.19398739,7.900350248868817e-05
1539893,1417711500,370.0,47.54287989,0.004734237142242283
1541333,1417797900,372.99,4.08931434,0.0
1542773,1417884300,375.08,0.01492734,0.0
1544213,1417970700,376.67,1.45880941,-0.002715293491281881
1545653,1418057100,369.91,1.95489844,-0.004835248417678618
1547093,1418143500,353.63,8.99778845,0.005316156615661528
1548533,1418229900,351.45,1.43428959,5.690386092707387e-05
1549973,1418316300,357.65,9.88342697,0.000782275863995836
1551413,1418402700,355.0,14.92816907,0.0
1552853,1418489100,350.97,0.01590022,0.0
1554293,1418575500,351.74,5.40585923,0.002721859937623985
1555733,1418661900,351.74,1.05,0.002948012925902726
1557173,1418748300,339.0,6.8,-0.0005017265295281289
1558613,1418834700,320.66,0.524291,0.0
1560053,1418921100,313.5,6.03843876,0.0009878588955100293
1561493,1419007500,312.87,3.21748923,0.0
1562933,1419093900,326.18,0.4793763,0.0
1564373,1419180300,325.61,0.01681689,0.0
1565813,1419266700,331.77,11.74616287,0.004918868660208281
1567253,1419353100,334.24,0.5073969,0.0
1568693,1419439500,329.99,0.01659801,0.0
1570133,1419525900,318.93,0.01718702,0.0
1571573,1419612300,322.46,3.26220336,0.0016409176754699202
1573013,1419698700,314.14,2.88878765,6.366182836783376e-05
1574454,1419785160,316.0,1.0,-0.00031655587211149966
1575894,1419871560,314.99,1.65506175,-0.0001905185279268481
1577334,1419957960,315.97,1.16497879,0.0
1578774,1420044360,318.01,11.14070291,-0.0005663404964918568
1580215,1420130820,314.93,0.02,0.0
1581655,1420217220,314.7,0.193,0.0
1583095,1420303620,301.75,18.48931,-0.0016265020248290817
1584535,1420390020,270.42,38.65534965,0.0017718715393132572
1585521,1420837500,291.1,175.83707796,-0.0684529271425951
1586961,1420923900,276.0,262.0017234,0.005118592747458784
1588401,1421010300,267.0,2.76545318,-0.0001873009926953039
1589841,1421096700,270.34,0.02098111,0.0
1591281,1421183100,234.12,21.2932006,-4.271496305151811e-05
1592721,1421269500,181.6,30.6888906,-0.00016522553285234972
1594161,1421355900,202.7,37.29332668,0.001969473165928142
1595601,1421442300,208.5,8.4128443,-0.002403846153846154
1597041,1421528700,199.6,3.2901,-0.0028135048231511368
1598481,1421615100,210.87,0.19769052,-0.0028534741047224724
1599921,1421701500,214.01,11.04458979,0.0005604072292532786
1601361,1421787900,212.47,0.7691,4.706325301200539e-05
1602802,1421874360,219.48,0.8719,-0.0019172829361818109
1604242,1421960760,231.85,25.34076,-8.627011171971621e-05
1605682,1422047160,235.92,8.34300015,-0.0019536226959992334
1607123,1422133620,246.29,0.07936254,0.0
1608563,1422220020,250.0,9.3131,-4.000160006396618e-05
1610003,1422306420,268.1,0.13424989,0.0014525680658497016
1611443,1422392820,262.65,9.706467,-0.006321839080459683
1612883,1422479220,240.0,50.54854014,-0.003512293025589578
1614323,1422565620,239.0,61.24574337,-0.006697274756749941
1615763,1422652020,233.03,2.38128096,-0.005002803294949742
1617203,1422738420,229.11,2.40839997,-8.730193373787696e-05
1618643,1422824820,228.99,35.09912509,-8.734768747001892e-05
1620083,1422911220,226.49,4.62,0.002114816936158919
1621523,1422997620,228.68,1.68173281,0.001789689641625547
1622963,1423084020,227.02,0.79189903,4.4047042241073446e-05
1624405,1423170540,219.13,9.09,9.126169290445006e-05
1625848,1423257120,223.64,0.03081,0.0
1627288,1423343520,228.08,3.62953731,-0.0014049877063576643
1628728,1423429920,223.42,0.25387,0.0
1630168,1423516320,220.95,455.40549263,0.0032480714575720618
1631609,1423602780,221.18,1.9341,4.5210000452058884e-05
1633049,1423689180,218.79,2.1078941,-0.00022858187802863192
1634489,1423775580,222.54,0.07073,0.0
1635929,1423861980,237.47,4.32028849,4.210880916283858e-05
1637369,1423948380,254.87,0.09,0.0
1638809,1424034780,233.72,210.65363451,-0.003520824388149391
1640249,1424121180,239.25,0.1687252,0.0
1641690,1424207640,240.97,2.0199772,-0.00099696755701412
1643131,1424294100,233.8,6.04501073,-0.0002566954736031585
1644571,1424380500,240.7,0.03458704,0.0
1646011,1424466900,243.99,0.10899042,0.0
1647451,1424553300,244.85,0.1057416,0.0
1648891,1424639700,235.37,4.95400995,-4.2488103331028654e-05
1650331,1424726100,239.65,0.72091741,-0.0017556326547674454
1651771,1424812500,239.57,5.14134005,-8.348987685235571e-05
1653212,1424898960,237.98,8.14938546,0.001719870799949648
1654652,1424985360,237.13,0.3,0.0
1656092,1425071760,253.99,15.25633858,0.0
1657532,1425158160,253.29,0.399577,0.0
1658972,1425244560,248.7,57.51811853,-0.00399660893787082
1660412,1425330960,274.13,2.473112,-0.00010944910616553342
1661852,1425417360,281.95,2.93761496,0.0
1663292,1425503760,269.6,49.0163129,-0.0026777744718834698
1664732,1425590160,268.51,1.55103313,0.0
1666172,1425676560,273.44,2.72977195,3.656975681108395e-05
1667612,1425762960,276.26,20.0,0.0009402574858961049
1669052,1425849360,274.0,3.21829506,0.0
